64,3.34533
128,3.34533
256,3.34533
512,3.34533
1024,3.34533
2048,3.34533
4096,3.34533
8192,3.34533
16384,3.34533
32768,3.34533
65536,3.34533
131072,3.34533
262144,3.34533
524288,3.34533
1048576,3.34533
2097152,3.34533
4194304,3.34533
8388608,3.34533
16777216,3.34533
33554432,3.34533
67108864,3.34533
