64,3.60694
128,3.63042
256,3.60939
512,3.62214
1024,3.6213
2048,3.71094
4096,3.66268
8192,3.65786
16384,3.70124
32768,4.90462
65536,5.51869
131072,5.74019
262144,12.5782
524288,16.2177
1048576,47.4808
2097152,158.017
4194304,201.966
8388608,216.303
16777216,240.304
33554432,257.025
67108864,212.868
