64,2.273
128,2.29352
256,2.22846
512,2.24021
1024,2.22419
2048,2.21121
4096,2.20926
8192,2.20664
16384,2.21596
32768,2.22448
65536,3.08429
131072,3.47589
262144,3.64522
524288,8.11764
1048576,10.2722
2097152,11.4281
4194304,17.8745
8388608,54.8885
16777216,85.6155
33554432,99.6504
67108864,104.034
