64,2.52252
128,2.51279
256,2.51819
512,2.51761
1024,2.51556
2048,2.51395
4096,2.50736
8192,2.50077
16384,2.51363
32768,2.95048
65536,3.64471
131072,4.08807
262144,5.83733
524288,10.2456
1048576,14.575
2097152,57.4556
4194304,103.787
8388608,127.241
16777216,140.815
33554432,140.848
67108864,137.269
