64,2.37086
128,2.35929
256,2.35778
512,2.35897
1024,2.28409
2048,2.39203
4096,2.33667
8192,2.31936
16384,2.369
32768,2.39651
65536,3.24529
131072,3.6062
262144,3.78375
524288,8.47356
1048576,10.653
2097152,13.2812
4194304,41.0854
8388608,81.7783
16777216,106.006
33554432,112.368
67108864,118.765
