64,6.78015
128,6.62557
256,7.15241
512,7.02182
1024,7.2195
2048,7.35879
4096,7.35279
8192,7.36405
16384,7.30312
32768,8.841
65536,9.51551
131072,9.9561
262144,16.4649
524288,20.977
1048576,56.4778
2097152,137.883
4194304,202.08
8388608,199.881
16777216,269.32
33554432,287.829
67108864,301.649
